objectid,settlementId,settlementNameHeb,settlementNameEng,streetCode,streetNameHeb,streetNameEng,houseNum,floorNo,assetArea,dealAmount,dealId,propertyTypeDescription,dealNatureDescription,assetRoomNum,neighborhood,dealDate,gushNum,parcelNum,subParcelNum,polygonId,sourceorder,E,N,X,Y
1592296,6100,בני ברק,Bne Brak,61000201,אברבנאל,Abarbanel,52,רביעית,65,375000,3601775118,דירה,דירה בבית קומות,3,קרית הרצוג,2024-05-21T00:00:00.000Z,6195,741,8,52349873,1,34.839452,32.095826,185002.77,667002.76
1592284,6100,בני ברק,Bne Brak,61000201,אברבנאל,Abarbanel,52,רביעית,65,3260000,3567677904,דירה,דירה בבית קומות,3,קרית הרצוג,2022-12-20T00:00:00.000Z,6195,741,16,52349873,1,34.839452,32.095826,185002.77,667002.76
1592290,6100,בני ברק,Bne Brak,61000201,אברבנאל,Abarbanel,52,שלישית,62,1450000,3542580144,דירה,דירה בבית קומות,3,קרית הרצוג,2022-04-12T00:00:00.000Z,6195,741,5,52349873,1,34.839452,32.095826,185002.77,667002.76
1592295,6100,בני ברק,Bne Brak,61000201,אברבנאל,Abarbanel,52,רביעית,65,2000000,3542778475,דירה,דירה בבית קומות,3,קרית הרצוג,2022-03-20T00:00:00.000Z,6195,741,8,52349873,1,34.839452,32.095826,185002.77,667002.76
1592274,6100,בני ברק,Bne Brak,61000201,אברבנאל,Abarbanel,52,ראשונה,65,3350000,3517954591,דירה,דירה בבית קומות,3,קרית הרצוג,2021-07-27T00:00:00.000Z,6195,741,10,52349873,1,34.839452,32.095826,185002.77,667002.76
1889199,7900,פתח תקווה,Petah Tikva,79000806,מיכל לייב כץ,Katz Mikhal Leb,86,שלישית,100,2560000,3635058389,דירה,דירה בבית קומות,5,כפר גנים ב,2025-10-27T00:00:00.000Z,6715,233,8,52268610,1,34.887321,32.073451,189514.15,664507.29
1889195,7900,פתח תקווה,Petah Tikva,79000806,מיכל לייב כץ,Katz Mikhal Leb,86,ראשונה,100,1700000,3432964146,דירה,דירה בבית קומות,5,כפר גנים ב,2018-11-26T00:00:00.000Z,6715,233,2,52268610,1,34.887321,32.073451,189514.15,664507.29
1889200,7900,פתח תקווה,Petah Tikva,79000806,מיכל לייב כץ,Katz Mikhal Leb,86,שלישית,100,1700000,3399320550,דירה,דירה בבית קומות,5,כפר גנים ב,2017-06-28T00:00:00.000Z,6715,233,8,52268610,1,34.887321,32.073451,189514.15,664507.29
1889197,7900,פתח תקווה,Petah Tikva,79000806,מיכל לייב כץ,Katz Mikhal Leb,86,שניה,101,1670000,3369635425,דירה,דירה בבית קומות,5,כפר גנים ב,2016-06-15T00:00:00.000Z,6715,233,5,52268610,1,34.887321,32.073451,189514.15,664507.29
1889194,7900,פתח תקווה,Petah Tikva,79000806,מיכל לייב כץ,Katz Mikhal Leb,86,רביעית+גג,123,1768000,3285849727,דירה,דירה בבית קומות,6,כפר גנים ב,2013-10-14T00:00:00.000Z,6715,233,11,52268610,1,34.887321,32.073451,189514.15,664507.29
465969,134,יפעת,,,,,,,500,53000,5007597120,קרקע,קרקע למגורים,,,2025-05-08T00:00:00.000Z,17427,10,1,17427-10,1,35.22611,32.67794,221488.7,731498.17
465970,134,יפעת,,,,,,,500,269000,4933722200,קרקע,מגורים,0,,2023-09-28T00:00:00.000Z,17427,10,2,17427-10,1,35.22611,32.67794,221488.7,731498.17
710198,70,אשדוד,Ashdod,700662,לואי פסטר,Louis Pasteur,3,,200,2000000,9169957860,דירה,דירה בבית קומות,6,"רובע ט""ו",2009-07-21T00:00:00.000Z,2680,44,1,52413282,1,34.629655,31.770477,165007.08,631011.27
710192,70,אשדוד,Ashdod,700662,לואי פסטר,Louis Pasteur,20,,181,690000,10348893492,קרקע,קרקע למגורים,,"רובע ט""ו",2023-07-18T00:00:00.000Z,2680,35,1,52523098,2,34.62864,31.769614,164910.42,630916.08
710199,70,אשדוד,Ashdod,700662,לואי פסטר,Louis Pasteur,11,ראשונה,260,500000,10252234608,דירה,קוטג' חד משפחתי,6,"רובע ט""ו",2021-12-31T00:00:00.000Z,2680,48,1,52537584,2,34.629287,31.769929,164971.89,630950.69
710196,70,אשדוד,Ashdod,700662,לואי פסטר,Louis Pasteur,4,,223,3550000,10022539212,דירה,דירה בבית קומות,6,"רובע ט""ו",2019-08-22T00:00:00.000Z,2680,42,1,52972358,2,34.629319,31.770623,164975.33,631027.62
710193,70,אשדוד,Ashdod,700662,לואי פסטר,Louis Pasteur,8,,150,1703000,9004916424,דירה,דירה בבית קומות,6,"רובע ט""ו",2007-08-27T00:00:00.000Z,2680,40,1,52531101,2,34.629147,31.770361,164958.88,630998.66
1933305,1304,שוהם,Shoham,13040181,גפן,Gefen,39,,180,3075000,9594671184,דירה,קוטג' דו משפחתי,6,הדסים,2014-09-19T00:00:00.000Z,6888,12,3,53447836,1,34.934945,31.98781,193987.09,654998.41
1933309,1304,שוהם,Shoham,13040181,גפן,Gefen,32,,199,7700000,10512061896,דירה,קוטג' דו משפחתי,7,הדסים,2025-04-10T00:00:00.000Z,6888,16,2,53332977,2,34.935681,31.987818,194056.65,654999.12
1917139,1304,שוהם,SHOHAM,13040181,גפן,Gefen,10,מרתף+קרקע+ראשונה,310,6800000,10502671116,דירה,קוטג' חד משפחתי,1,הדסים,2025-01-05T00:00:00.000Z,6861,13,1,52592377,2,34.937322,31.988199,194211.84,655040.98
1933306,1304,שוהם,Shoham,13040181,גפן,Gefen,40,ראשונה,189,4350000,10196890284,דירה,קוטג' דו משפחתי,5,הדסים,2021-10-21T00:00:00.000Z,6888,14,1,52550816,2,34.935361,31.987993,194026.46,655018.6
1933308,1304,שוהם,Shoham,13040181,גפן,Gefen,32,,199,4850000,10088220240,דירה,קוטג' דו משפחתי,7,הדסים,2020-03-04T00:00:00.000Z,6888,16,1,53332977,2,34.935681,31.987818,194056.65,654999.12
1155288,8300,ראשון לציון,Rishon LeTsiyon,83000738,האבות,Ha'Avot,6,קומה ‎2‏,93,771000,10263710016,דירה,דירה בבית קומות,4,השומר,2022-04-14T00:00:00.000Z,3930,697,7,71736773,1,34.813545,31.960677,182503.02,652024.68
1155280,8300,ראשון לציון,Rishon LeTsiyon,83000738,האבות,Ha'Avot,6,קומה ‎5‏,119,3350000,11346283746,דירה,דירה,5,השומר,2021-07-25T00:00:00.000Z,3930,697,14,71736773,1,34.813545,31.960677,182503.02,652024.68
1155277,8300,ראשון לציון,Rishon LeTsiyon,83000738,האבות,Ha'Avot,6,,5,50000,10187750412,בנין,משרד,,השומר,2021-06-28T00:00:00.000Z,3930,697,0,71736773,1,34.813545,31.960677,182503.02,652024.68
1155279,8300,ראשון לציון,Rishon LeTsiyon,83000738,האבות,Ha'Avot,6,קומה ‎4‏,119,3400000,11346283745,דירה,דירה,5,השומר,2021-05-04T00:00:00.000Z,3930,697,11,71736773,1,34.813545,31.960677,182503.02,652024.68
1155284,8300,ראשון לציון,Rishon LeTsiyon,83000738,האבות,Ha'Avot,6,קומה ‎8‏,119,3405000,10177828752,דירה,דירה בבית קומות,5,השומר,2021-05-04T00:00:00.000Z,3930,697,22,71736773,1,34.813545,31.960677,182503.02,652024.68
1643950,7900,פתח תקווה,,,,,,,1,54000,3600771254,קרקע,ללא תיכנון,,,2024-05-09T00:00:00.000Z,6348,92,1,6348-92,1,34.903053,32.110042,191010.9,668560.63
2236509,171,פרדסייה,Pardesiya,1710143,השושן,HaShoshan,1,ראשונה,181,3100000,8967059594,דירה,דירה בבית קומות,6,,2021-06-16T00:00:00.000Z,8143,322,1,51841900,1,34.913098,32.307925,192018.43,690501.75
2236487,171,פרדסייה,Pardesiya,1710143,השושן,HaShoshan,30,ראשונה,205,3600000,9037982674,דירה,קוטג' דו משפחתי,6,,2022-05-02T00:00:00.000Z,8143,307,2,51847229,2,34.913794,32.30694,192083.68,690392.34
2236484,171,פרדסייה,Pardesiya,1710143,השושן,HaShoshan,26,ראשונה,170,2800000,8980275698,דירה,קוטג' דו משפחתי,5,,2021-11-15T00:00:00.000Z,8143,305,1,53088286,2,34.913627,32.307066,192067.99,690406.36
2236510,171,פרדסייה,Pardesiya,1710143,השושן,HaShoshan,5,ראשונה,179,3000000,8965230610,דירה,קוטג' דו משפחתי,6,,2021-05-19T00:00:00.000Z,8143,323,1,52115199,2,34.913256,32.30779,192033.27,690486.74
2236470,171,פרדסייה,Pardesiya,1710143,השושן,HaShoshan,8,,167,2675000,8814747836,דירה,קוטג' דו משפחתי,5.5,,2019-05-15T00:00:00.000Z,8143,295,3,53265318,2,34.912847,32.307656,191994.71,690471.99
1289062,8500,רמלה,,,,,,,1,3551000,10527786780,קרקע,מלאכה,,אזור מסחר ותעסוקה ב,2024-11-25T00:00:00.000Z,4375,48,1,4375-48,1,34.887003,31.924486,189435.64,647988.82
1121907,666,עומר,Omer,6660139,ארז,Erez,55,,180,1015000,9638682390,דירה,בית בודד,6.5,,2007-07-17T00:00:00.000Z,38570,15,2,53015291,1,34.842688,31.26173,185001.62,574514.19
1121906,666,עומר,Omer,6660139,ארז,Erez,55,,120,1030000,9188183250,דירה,,6,,2002-06-14T00:00:00.000Z,38570,15,1,53015291,1,34.842688,31.26173,185001.62,574514.19
1121937,666,עומר,Omer,6660139,ארז,Erez,82,,264,1296000,11277012330,דירה,דירה בבית קומות,7,,2025-11-05T00:00:00.000Z,38570,8,1,64909543,2,34.84251,31.260941,184984.38,574426.76
1122313,666,עומר,Omer,6660139,ארז,Erez,8,,211,2830000,11267544240,דירה,בית בודד,5,,2025-06-03T00:00:00.000Z,38575,17,1,53418994,2,34.843178,31.26668,185050.09,575062.87
1121883,666,עומר,Omer,6660139,ארז,Erez,15,,174,1075000,11092561200,קרקע,קרקע למגורים,,,2023-09-03T00:00:00.000Z,38569,43,2,52890674,2,34.843028,31.265935,185035.53,574980.32
2010356,5000,תל אביב-יפו,Tel Aviv-Yafo,50001679,הזרם,HaZerem,5,,770,3250000,6159841300,בנין,חנות,,גבעת הרצל,2023-08-24T00:00:00.000Z,7087,93,3,52355447,1,34.76542,32.050203,177993.8,661969.63
2010355,5000,תל אביב-יפו,Tel Aviv-Yafo,50001679,הזרם,HaZerem,5,,810,3802000,6157801400,בנין,חנות,,גבעת הרצל,2023-07-09T00:00:00.000Z,7087,93,2,52355447,1,34.76542,32.050203,177993.8,661969.63
2010352,5000,תל אביב-יפו,Tel Aviv-Yafo,50001677,הפלך,HaPelekh,6,ראשונה,147,2000000,6111618700,בנין,משרד,,גבעת הרצל,2022-07-31T00:00:00.000Z,7087,86,5,52355447,1,34.76542,32.050203,177993.8,661969.63
2010351,5000,תל אביב-יפו,Tel Aviv-Yafo,50001677,הפלך,HaPelekh,6,,161,3150000,5906694550,בנין,תעשיה,,גבעת הרצל,2018-05-15T00:00:00.000Z,7087,86,4,52355447,1,34.76542,32.050203,177993.8,661969.63
2010354,5000,תל אביב-יפו,Tel Aviv-Yafo,50001679,הזרם,HaZerem,5,,810,8300000,5864041700,בנין,תעשיה,,גבעת הרצל,2017-11-19T00:00:00.000Z,7087,93,1,52355447,1,34.76542,32.050203,177993.8,661969.63
1847032,2650,רמת השרון,,,,,,,1,123000,6008988350,קרקע,קרקע למגורים,,,2020-07-20T00:00:00.000Z,6615,249,1,6615-249,1,34.833072,32.131575,184414.18,670969.06
2264725,7400,נתניה,Netanya,74000407,אלון צבי,Allon Tsvi,12,ראשונה,53,1630000,9252074590,דירה,דירה בבית קומות,2,מרכז העיר,2025-01-14T00:00:00.000Z,8265,31,3,52122752,1,34.859665,32.325982,186992.67,692519.1
2264724,7400,נתניה,Netanya,74000407,אלון צבי,Allon Tsvi,12,שלישית,53,1550000,9250829170,דירה,דירה בבית קומות,3,מרכז העיר,2025-01-01T00:00:00.000Z,8265,31,2,52122752,1,34.859665,32.325982,186992.67,692519.1
2264723,7400,נתניה,Netanya,74000407,אלון צבי,Allon Tsvi,12,שניה,53,510000,8888479660,דירה,דירה בבית קומות,2,מרכז העיר,2020-05-25T00:00:00.000Z,8265,31,1,52122752,1,34.859665,32.325982,186992.67,692519.1
2264726,7400,נתניה,Netanya,74000407,אלון צבי,Allon Tsvi,12,שלישית,53,660000,8222451614,דירה,דירה בבית קומות,2,מרכז העיר,2011-06-13T00:00:00.000Z,8265,31,4,52122752,1,34.859665,32.325982,186992.67,692519.1
2264727,7400,נתניה,Netanya,74000407,אלון צבי,Allon Tsvi,12,שניה,62,657000,8220239902,דירה,דירה בבית קומות,3,מרכז העיר,2011-05-06T00:00:00.000Z,8265,31,5,52122752,1,34.859665,32.325982,186992.67,692519.1
869499,3000,ירושלים,,,,,,,700,2121000,3396679950,בנין,בניני ציבור,0,בית חנינא,2013-11-08T00:00:00.000Z,30607,88,1,30607-88,1,35.22039,31.839759,220966.05,638549.92
1666287,7900,פתח תקווה,PETAH TIQWA,79000130,אש שלום,Ash Shalom,1,ב,52,1150000,3516087484,דירה,דירה בבית קומות,2,קרול,2021-06-17T00:00:00.000Z,6362,50,7,52337817,1,34.876344,32.091473,188483.78,666508.86
